KO_ID	KO_function	SRS011086	SRS011098	SRS011115	SRS011126	SRS011140	SRS011152	SRS011243	SRS011255	SRS011306	SRS011343	SRS012279	SRS012285	SRS012916	SRS012922	SRS012983	SRS012989	SRS013164	SRS013170	SRS013234	SRS013252	SRS013502	SRS013533	SRS1041114	SRS1055046	SRS1055048	SRS1055055	SRS1055059	SRS149647	SRS149671	SRS149690	SRS149696	SRS149720	SRS149882	SRS149961	SRS149973	SRS150032	SRS893272	SRS893325	SRS893332	SRS893338	SRS893352	SRS893353	SRS893355	SRS893363	SRS893385
K00024	malate dehydrogenase [EC:1.1.1.37]	200.0575	505.47860000000003	902.2737	1297.4686	199.308	528.1092	163.3268	388.52479999999997	68.37129999999999	232.66320000000002	193.53900000000002	1125.6859	3203.3327	893.9442	1233.468	388.5427	268.1293	565.5125	61.5636	1025.0051	139.61419999999998	449.267	33.6939	72.91629999999999	325.5557	151.6381	136.0984	2291.0582999999997	272.5707	109.07169999999999	607.0764	154.6859	516.2487	597.223	1000.1506999999999	141.2613	299.3393	369.468	24.0	595.181	85.501	124.9911	584.4154	49.1166	791.1752
K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	153.1158	11.6602	694.3655	9.8726	83.1878	8.9916	22.6324	20.1438	229.7829	38.0558	686.7965	6.1279	2811.0841	35.0	48.3655	0.0	46.7674	16.4585	34.1976	233.58790000000002	80.9558	54.1036	72.6619	391.3165	7.0717	0.0	191.312	20.6043	798.7816	218.7267	0.0	264.31690000000003	174.518	1129.657	18.0747	41.1182	337.6494	18.0345	16.5962	0.0	463.8395	320.1782	50.7289	189.3291	46.764599999999994
K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	327.18600000000004	300.3228	2496.9566	1466.3534	595.9941	498.6543	595.8715	423.6746	970.4862	550.8914	1001.6736	1386.8454	3423.6054	1356.8241	1567.3043	432.64129999999994	1338.8833	548.5296999999999	784.4943000000001	814.4141000000001	245.7827	355.0813	259.6952	414.2305	272.71639999999996	192.3707	276.5736	1726.7483	1710.1089000000002	795.9215	679.8479	450.9509	714.4716	1879.3681	420.01439999999997	277.0662	184.5916	186.24339999999998	78.4462	342.4181	324.8505	172.5531	311.1039	270.8832	741.2221000000001
K00030	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	17.5873	33.1422	83.3573	48.6447	10.5897	0.0	5.801	0.0	29.5044	48.9688	119.7949	49.213499999999996	141.5838	0.0	0.0	0.0	43.9628	78.03829999999999	0.0	196.4835	0.0	39.770700000000005	8.5873	31.860799999999998	0.0	21.0432	0.0	0.0	309.8744	74.7967	0.0	95.22059999999999	47.8697	136.9211	0.0	10.7395	6.3524	0.0	0.0	0.0	239.1029	46.6244	0.0	0.0	5.2086
K00031	isocitrate dehydrogenase [EC:1.1.1.42]	476.4626	65.1046	182.1975	452.04839999999996	260.1854	171.6265	40.9099	115.3228	440.4453	88.599	196.3255	137.3414	104.5822	387.26519999999994	41.0459	142.7585	104.8698	154.7177	369.477	210.672	60.6505	80.0111	4.9385	22.7314	56.2857	64.6196	73.6437	339.6925	318.5825	101.2664	129.5347	98.6754	0.0	222.0943	209.6778	0.0	13.0129	7.6408	44.5651	122.0621	37.871700000000004	42.1405	112.9747	112.4457	96.0917
K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	1480.6534	546.9612	2538.3076	1273.7702	1540.6629	1322.7747	1743.4878	431.9665	1740.3798	914.5838	1361.416	1081.1549	4227.5081	1194.4794000000002	3221.866	676.8265	1707.8577	952.3639	1610.7067000000002	1326.8815	750.5321	537.3138	178.5968	356.85290000000003	682.5576	184.0582	709.3037	2838.0884	2138.0788	1134.2648	693.3925	613.308	1154.0355	1761.2011	918.8996000000001	494.54470000000003	282.3185	426.6149	259.2015	540.6411	870.7432	372.5762	453.05150000000003	342.3174	1542.5849
K00034	glucose 1-dehydrogenase [EC:1.1.1.47]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5496	0.0	82.8804	0.0	0.0	0.0	0.0	0.0	9.3791	9.5134	0.0	0.0	6.2812	16.0	0.0	0.0	0.0	0.0	195.1628	29.0	0.0	46.3321	0.0	17.243	0.0	0.0	4.7405	0.0	0.0	0.0	50.8066	20.0	0.0	3.6845	0.0
K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	1015.2273	1007.4013	1940.0315	1186.5399	1291.5198	960.6990999999999	1047.9508999999998	319.3025	1616.0357	773.1267	1155.0506	1061.6836	2856.1219	923.9485	2620.4112	670.6014	1766.0356	761.4239	1327.9494000000002	1024.6590999999999	425.0233	403.6484	136.626	577.0473999999999	457.76550000000003	233.1564	391.2035	2364.1244	1360.6257	700.2918	647.3506	514.6236	928.4566	1461.9846	675.9287999999999	462.1232	322.9022	416.2874	111.3898	788.8206	344.6997	310.6773	539.1751	253.18529999999998	1101.6791
K00040	fructuronate reductase [EC:1.1.1.57]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00041	tagaturonate reductase [EC:1.1.1.58]	11.0	0.0	57.7635	17.3893	7.0903	0.0	0.0	0.0	20.7454	0.0	395.5887	0.0	62.943299999999994	0.0	0.0	0.0	24.3956	27.8856	6.7814	83.6899	0.0	17.6353	18.251	6.8752	0.0	0.0	0.0	0.0	62.2107	18.772199999999998	0.0	111.9431	10.0345	65.5105	0.0	0.0	12.451699999999999	0.0	0.0	0.0	51.3504	39.02	0.0	34.2886	0.0
K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	0.0	0.0	0.0	43.1645	14.6723	0.0	0.0	7.0734	0.0	0.0	18.0	8.1329	18.029	328.4437	0.0	0.0	0.0	38.8939	8.922	0.0	0.0	24.8928	0.0	8.9075	0.0	4.9394	0.0	0.0	0.0	0.0	12.6565	0.0	0.0	17.139	0.0	0.0	0.0	4.2159	0.0	0.0	0.0	0.0	9.8043	0.0	15.4129
K00045	mannitol 2-dehydrogenase [EC:1.1.1.67]	0.0	66.0373	0.0	225.1106	0.0	41.0501	0.0	110.3879	0.0	92.5827	0.0	218.9718	0.0	44.387	0.0	15.409	0.0	25.518	0.0	109.027	0.0	29.5809	0.0	0.0	9.2691	0.0	0.0	25.0888	0.0	0.0	9.9302	0.0	0.0	0.0	662.5219000000001	0.0	0.0	73.6177	0.0	118.7375	0.0	0.0	161.948	0.0	137.8028
K00046	gluconate 5-dehydrogenase [EC:1.1.1.69]	34.0572	0.0	61.6368	54.3635	9.2836	47.892	4.3772	66.1964	86.2102	10.0	136.7823	0.0	105.31710000000001	0.0	0.0	18.9458	34.6766	72.8715	91.8869	96.0827	10.7594	27.063000000000002	0.0	32.4814	0.0	0.0	10.8028	16.3529	90.1186	40.9382	145.0715	152.2115	36.510999999999996	157.7277	4.7047	0.0	3.454	0.0	0.0	0.0	49.752399999999994	53.9266	14.5025	36.3333	5.8684
K00048	lactaldehyde reductase [EC:1.1.1.77]	212.3939	174.38479999999998	903.1043	186.551	244.6978	316.8795	127.22229999999999	102.3212	301.0307	580.9615	368.4636	465.6757	592.4035	93.8497	328.7599	84.2915	287.3025	380.1342	61.7042	327.18670000000003	90.4482	52.0798	38.1432	141.1997	188.8063	24.3408	227.3624	103.90610000000001	1348.689	82.6547	148.8498	294.6119	134.27179999999998	1427.6913	358.3881	195.69299999999998	108.7128	57.8364	86.6536	272.3638	262.9591	205.69199999999998	55.9045	26.6773	463.63289999999995
K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	1674.7855	976.4702	3069.57	1833.7771	1209.7529	1069.3287	962.0263	492.80359999999996	1546.2978	748.2366	1819.629	1213.4138	4070.4073	1461.6339	1709.0173	623.3856000000001	1728.4014000000002	685.8579	1820.2269	1700.9975	363.4128	241.2261	202.0154	736.0187	599.5752	265.8637	507.4937	2741.1767	1970.7745	894.0945	694.2212000000001	679.7327	907.9834999999999	1898.4535	1904.5007	577.5908	428.7561	399.2622	214.95149999999998	677.0861	1307.3793	585.6645	336.4828	417.6651	1027.8915
K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	2397.1182000000003	896.5164	3723.7498	1473.7673	1257.0533	792.3937	2409.1587	821.7137	1547.4473	1081.5293	1912.2875	1292.9747	5043.292	1385.4416	2989.2933	689.2993	1794.0221999999999	961.664	2215.5645	1652.3662	823.074	628.3246	428.0413	731.7207000000001	431.0924	397.91949999999997	1052.0534	2791.2905	3276.5194	1417.096	840.1093	1007.725	1150.5459	3250.6823	1401.0459	436.529	417.97860000000003	585.062	307.1702	1026.5733	1409.5291	800.7977999999999	553.6677	739.3767	1002.9408
K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	1310.6334	278.7352	855.2084	799.9762000000001	674.8326999999999	455.68260000000004	417.0059	274.2023	781.7487	222.9828	593.8577	1026.3978	257.3121	527.8598	850.0919	155.6669	389.2698	528.1037	1350.883	792.6141	156.62830000000002	335.4623	99.4578	69.545	109.5791	115.1113	162.3134	446.2686	1411.9773	659.9892	490.46060000000006	467.1067	412.528	859.7380999999999	371.5494	215.2715	28.6931	124.1	127.6474	198.1475	372.1233	174.7627	223.7519	114.81490000000001	377.112
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	2297.6211	1085.882	4303.5353	2527.0568	2219.1632	1397.1472	2241.1029	828.24	3823.1845	1049.4892	2879.4479	1710.6308	4772.9252	1693.7229	3613.6891	921.5589	2640.4585	1258.2481	2374.0559	2108.2153	1007.8529	620.8346	612.7015	956.7087	599.4278	402.1358	1077.4115	3172.8433	5708.7932	2486.1684	1162.1672	1515.7231	1381.1069	4251.0267	1681.8629	858.2787000000001	486.8498	478.8378	338.2924	1036.5273	1845.7563	1162.8909	599.0974	776.0189	1389.9888
K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	728.4789	293.5257	1039.3795	1473.8807	656.9472	526.3225	546.6521	302.6388	1449.2478	797.6725	1119.3546	1084.0842	2785.4379	621.1979	425.932	224.642	1037.5769	885.5735	633.2557	1419.3567	402.0688	372.1096	90.1037	420.2162	144.2343	195.1673	334.4152	597.9456	1257.3571000000002	330.4586	400.8434	218.4152	359.3843	1448.5212	612.0947	152.333	290.1213	238.83089999999999	108.0015	329.3842	612.4223	277.8377	142.4638	218.26600000000002	615.6194
K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	2214.6409	1414.9954	6272.5704000000005	3212.3903	2090.968	1553.1303	2867.4497	1166.5009	3747.7338	1309.6487	4429.9859	2931.4323	4296.5227	2423.3987	4238.8032	963.4043	3862.0488	1614.4617	2741.6842	2691.9426	1121.9157	946.5085	717.8417	1021.4254	823.1075999999999	606.0854	994.7434	3083.6068	5389.5876	2830.8511	1661.6385	1613.0144	1911.9609	5239.1862	2020.9765	1078.0877	498.6206	650.0728	326.052	902.2241	2372.8386	1047.5738	904.1526	935.4346	2093.5988
K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	66.9907	0.0	36.6256	32.4792	0.0	15.1934	0.0	34.576499999999996	30.6069	9.6579	51.6629	13.3362	338.8422	27.0	23.9085	0.0	0.0	58.5376	15.2082	11.7386	21.9393	41.922200000000004	0.0	48.5658	0.0	0.0	19.3473	0.0	109.9259	51.0924	0.0	134.0271	0.0	225.3875	0.0	0.0	53.6965	0.0	18.6228	0.0	58.6891	48.1727	8.069	49.8852	3.8072
K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	0.0	0.0	41.9599	0.0	0.0	0.0	0.0	43.5334	0.0	0.0	0.0	17.5908	97.8863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9884	0.0	4.3699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	1133.2208	261.2031	2110.8616	1261.3204	694.7012	671.2329	576.9655	489.5201	1621.4467	335.6775	1848.7212	1099.3612	1389.2402	887.3545	1573.0818	593.6536	1238.4016	741.3778	1302.0536	984.0036	359.4248	383.0821	473.1905	340.6462	411.572	274.1186	376.74850000000004	1913.9878999999999	2427.774	973.8818	894.5574	927.5794	712.6666	1997.6857	591.4785	427.8297	272.18510000000003	242.2494	74.5942	209.8048	711.1167	480.2117	406.2144	253.791	883.5143
K00068	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	124.4097	120.0238	489.2458	237.9531	207.3134	286.684	393.68010000000004	47.918099999999995	281.7356	96.01289999999999	373.48619999999994	31.328000000000003	2501.7803	266.0063	101.4184	73.5832	70.8018	190.77630000000002	62.0585	231.0412	296.6324	133.76260000000002	32.3617	393.5786	22.9219	45.7031	104.4594	282.295	635.6464	519.3171	117.2422	421.1564	190.9189	641.5749	244.6874	91.02499999999999	223.462	25.980700000000002	7.3157	44.406499999999994	293.5757	201.45510000000002	60.8374	49.490899999999996	45.5227
K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	0.0	0.0	11.6883	0.0	0.0	0.0	0.0	0.0	30.0646	0.0	36.0	0.0	61.0	0.0	0.0	0.0	3.3998	0.0	0.0	0.0	0.0	0.0	0.0	8.4236	0.0	0.0	0.0	0.0	82.0	14.0152	0.0	0.0	0.0	63.0	0.0	0.0	12.6658	0.0	0.0	0.0	25.433	14.6771	0.0	3.9825	0.0
K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	46.2239	29.6073	344.988	395.72249999999997	133.47209999999998	363.4725	130.7614	54.4588	252.4786	62.5614	624.0898	287.1061	494.4355	107.0608	75.3528	60.5786	242.0269	89.6829	0.0	22.4031	17.8774	91.9058	0.0	133.4099	56.404399999999995	32.335	40.2817	345.9605	774.3891	304.009	127.1921	79.1788	102.3906	346.98690000000005	21.9577	38.5006	30.1785	35.5556	0.0	14.667200000000001	74.9633	69.639	47.866800000000005	11.6293	59.2
K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	1991.6300999999999	1433.6384	4980.4223	2846.0078	2354.4391	1836.3053	2338.408	1068.5734	3619.2081	1232.4747	3989.9887	2145.918	6660.3529	1711.4596999999999	3355.627	871.4697	2930.4712	1914.6456	2419.9732	3222.5819	1147.1121	1486.1478	783.8283	1554.5113000000001	583.2399	454.8694	1201.9059	3154.4425	6766.1032000000005	2476.1138	1192.8661	2331.5817	1368.8368	4881.03	2390.7783	925.7795	841.1311	626.4405	359.85970000000003	1213.5788	2440.1326	1344.2146	981.143	904.4811	1923.6251
K00076	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	9.929	0.0	5.3003	82.1776	30.1191	17.2799	6.4106	20.5885	0.0	26.5666	47.2421	36.6718	0.0	0.0	0.0	0.0	9.1179	31.698500000000003	23.398	34.3982	31.7338	0.0	0.0	34.7617	0.0	0.0	10.6591	8.1901	47.6469	21.3143	0.0	14.8897	0.0	49.0139	5.4962	11.5678	15.2079	8.509	0.0	0.0	72.6325	0.0	0.0	16.3409	10.2519
K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	1765.6273999999999	376.332	1068.3429	754.6278	510.14390000000003	633.9247999999999	304.3757	200.7268	1001.4522000000001	260.611	1208.9024	706.7661	465.5834	124.93270000000001	659.9286000000001	77.4002	291.5645	437.8162	831.1549000000001	1243.1553999999999	361.5942	350.2811	84.0904	132.0373	95.1447	158.6458	371.0136	1333.9904	1474.0368	839.2285999999999	154.84629999999999	775.0398	249.9298	1277.0575999999999	674.4509	349.2471	57.269800000000004	347.7063	96.9194	561.7189999999999	413.6752	116.9284	430.1898	132.3356	864.9403
K00078	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	0.0	16.0	0.0	91.7454	0.0	20.8701	0.0	26.0574	0.0	7.9282	0.0	23.332700000000003	6.4045	93.3599	0.0	0.0	5.3112	96.7166	0.0	23.7462	0.0	63.3379	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.079500000000003	0.0	0.0	0.0	0.0	26.0942	0.0	0.0
K00087	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	18.4081	0.0	66.4827	41.5296	0.0	8.8702	4.6584	0.0	14.0127	10.2728	159.152	7.9007	124.8447	0.0	17.0989	0.0	40.5755	12.8727	9.0942	52.0179	50.585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9268	30.6199	0.0	88.3473	16.7464	160.7431	0.0	14.2553	0.0	0.0	7.7753	0.0	61.8238	20.8035	0.0	31.9086	0.0
K00088	IMP dehydrogenase [EC:1.1.1.205]	1384.8357	603.8908	4063.3959	2128.5508	1917.8939	1334.9271	1262.6345000000001	647.4514	2832.5245999999997	1011.5658	3578.0502	1900.7808	5540.463	1789.0191	3062.7476	690.7074	2357.7656	1396.7313	3086.9454	2280.4084	910.909	787.0842	453.846	1220.133	452.859	483.98170000000005	831.9344	2321.7503	5230.4176	1507.3391000000001	1077.8061	3144.8624	1174.5296	3051.2406	2090.9108	746.6938	748.6166999999999	427.201	324.7216	750.7017	1754.7428	1189.5454	617.8788	655.3362999999999	1562.5934
K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	0.0	62.165499999999994	52.5167	79.08479999999999	0.0	27.5851	16.8604	109.0261	28.3138	121.4586	106.7665	22.9361	356.6661	179.4232	18.2395	0.0	51.9177	39.0237	0.0	35.3219	8.9053	53.0167	22.9979	69.0382	37.474900000000005	8.6394	57.968900000000005	20.9747	169.7964	72.081	0.0	137.7455	126.3051	263.0597	0.0	8.269	39.2587	13.0	24.516	8.0231	69.59649999999999	58.971900000000005	137.2039	38.0	144.89249999999998
